DATE,FOOD_CPI,LUMBER_PPI,UNEMPLOYMENT_RATE_x,CRUDE_OIL_PRICES,GDP_GROWTH_RATE,EURO_OIL,MEDIAN_SALES_PRICE_HOUSES_SOLD,CONSUMER_PRICE_INDEX_ALL_URBAN_CONSUMERS,MEDIAN_HOUSEHOLD_INCOME,FEDERAL_MINIMUM_WAGE,10_YEAR_TREASURY_RATE,2_YEAR_TREASURY_RATE,PERSONAL_CONSUMPTION_EXPENDITURES_PRICE_INDEX,FEDERAL_FUNDS_RATE,MONEY_SUPPLY_M2,INDUSTRIAL_PRODUCTION_INDEX,UNEMPLOYMENT_RATE_y,RETAIL_SALES
2000-01,100,100,4,27.25947368,0.120931136,25.511,165300,169.3,71790,5.15,6.661,6.44,72.961,5.45,4667.6,91.4092,4,261545
2000-02,100.3623188,100.1088139,4.1,29.366,0.120931136,27.77571429,165300,170,71980,5.15,6.5195,6.6105,73.191,5.73,4680.9,91.7245,4.1,265686
2000-03,100.5434783,100.2176279,4,29.84173913,0.120931136,27.48608696,165300,171,71790,5.15,6.256521739,6.52826087,73.505,5.85,4711.7,92.083,4,269019
2000-04,100.6642512,99.56474429,3.8,25.72210526,0.607095938,22.76444444,163200,170.9,71790,5.15,5.990526316,6.403684211,73.444,6.02,4767.8,92.6659,3.8,264067
2000-05,101.02657,97.55168662,4,28.78818182,0.607095938,27.73761905,165300,171.2,71790,5.15,6.440454545,6.809545455,73.505,6.27,4755.7,92.9347,4,265992
2000-06,101.0869565,97.17083787,4,31.82227273,0.607095938,29.79545455,163200,172.2,71980,5.15,6.097272727,6.481818182,73.754,6.53,4773.6,93.0018,4,267750
2000-07,101.6304348,96.30032644,4,29.69684211,0.033977529,28.68238095,168800,172.7,71980,5.15,6.054,6.339,73.939,6.54,4791.3,92.8373,4,265683
2000-08,101.8719807,94.88574538,4.1,31.26391304,0.033977529,30.19608696,163200,172.7,71980,5.15,5.826086957,6.228695652,73.934,6.5,4819.5,92.591,4.1,266885
2000-09,101.9927536,94.72252448,3.9,33.884,0.033977529,33.1447619,168800,173.6,71980,5.15,5.799,6.0815,74.252,6.52,4855.2,92.9827,3.9,270523
2000-10,102.0531401,94.61371055,3.9,33.10863636,0.199012931,30.96090909,172900,173.9,71980,5.15,5.738571429,5.912380952,74.353,6.51,4871.3,92.64,3.9,270339
2000-11,102.173913,94.23286181,3.9,34.41714286,0.199012931,32.55227273,168800,174.2,71980,5.15,5.717142857,5.875238095,74.457,6.51,4882.7,92.6604,3.9,268850
2000-12,102.6570048,93.96082699,3.9,28.4365,0.199012931,25.66,172900,174.6,71790,5.15,5.2405,5.352,74.571,6.4,4927.6,92.3457,3.9,268338
2001-01,102.8381643,93.36235038,4.2,29.58571429,-0.109266269,25.62454545,169800,175.6,70610,5.15,5.160952381,4.76,74.932,5.98,4978.3,91.8908,4.2,272881
2001-02,103.3816425,93.30794342,4.2,29.60947368,-0.109266269,27.5035,172900,176,71790,5.15,5.098947368,4.656842105,75.048,5.49,5017,91.2851,4.2,272627
2001-03,103.6835749,94.01523395,4.3,27.24454545,-0.109266269,24.49727273,169800,176.1,70610,5.15,4.885454545,4.342272727,75.055,5.31,5074.8,91.0585,4.3,269820
2001-04,103.9251208,94.06964091,4.4,27.49,0.208167643,25.65714286,179000,176.4,70610,5.15,5.141,4.234,75.187,4.8,5139.1,90.7384,4.4,274410
2001-05,104.1062802,97.38846572,4.3,28.62909091,0.208167643,28.31363636,169800,177.3,70610,5.15,5.391363636,4.26,75.385,4.21,5137.2,90.2607,4.3,275769
2001-06,104.5289855,98.31338411,4.5,27.59904762,0.208167643,27.84904762,179000,177.7,71790,5.15,5.284285714,4.08,75.518,3.97,5180.1,89.7811,4.5,274474
2001-07,104.8309179,96.13710555,4.6,26.4247619,-0.133546398,24.61363636,172500,177.4,71790,5.15,5.236190476,4.038571429,75.493,3.77,5210,89.2352,4.6,273098
2001-08,105.0724638,96.19151251,4.9,27.37391304,-0.133546398,25.68,179000,177.4,71790,5.15,4.971304348,3.757391304,75.484,3.65,5243.8,89.157,4.9,275659
2001-09,105.1932367,95.7562568,5,26.19947368,-0.133546398,25.6195,172500,178.1,71790,5.15,4.731764706,3.118823529,75.227,3.07,5355.1,88.6749,5,268652
2001-10,105.5555556,93.74319913,5.3,22.16956522,0.091591816,20.53782609,171100,177.6,71790,5.15,4.566818182,2.725909091,75.492,2.49,5343.8,88.4051,5.3,288632
2001-11,105.615942,93.30794342,5.5,19.635,0.091591816,18.79727273,172500,177.5,71790,5.15,4.6515,2.7825,75.441,2.09,5387.5,87.886,5.5,280033
2001-12,105.4951691,92.81828074,5.7,19.38894737,0.091591816,18.70526316,171100,177.4,70610,5.15,5.0875,3.107,75.363,1.82,5440.5,87.8518,5.7,276302
2002-01,105.8574879,93.41675734,5.7,19.7147619,0.278786219,19.41681818,188700,177.7,70040,5.15,5.035714286,3.028095238,75.431,1.73,5460.9,88.4634,5.7,277135
2002-02,106.0990338,94.12404788,5.7,20.72368421,0.278786219,20.2755,171100,178,70610,5.15,4.911578947,3.015263158,75.558,1.74,5490.2,88.4578,5.7,278869
2002-03,106.3405797,95.37540805,5.7,24.531,0.278786219,23.69666667,188700,178.5,70040,5.15,5.284,3.5575,75.763,1.73,5502,89.1265,5.7,278079
2002-04,106.5217391,95.53862894,5.9,26.17909091,0.204235528,25.72863636,187200,179.3,70040,5.15,5.210909091,3.422727273,76.08,1.75,5502.1,89.5507,5.9,281147
2002-05,106.1594203,94.88574538,5.8,27.04136364,0.204235528,25.34545455,188700,179.5,70040,5.15,5.164545455,3.264090909,76.13,1.75,5528.3,89.9348,5.8,278966
2002-06,106.2198068,94.28726877,5.8,25.5185,0.204235528,24.08166667,187200,179.6,70610,5.15,4.9265,2.993,76.225,1.75,5553.3,90.6736,5.8,280426
2002-07,106.3405797,94.28726877,5.8,26.96619048,0.13550381,25.73608696,178100,180,70610,5.15,4.653181818,2.556818182,76.393,1.73,5596,90.6436,5.8,284161
2002-08,106.3405797,94.55930359,5.7,28.385,0.13550381,26.65136364,187200,180.5,70610,5.15,4.257272727,2.133636364,76.543,1.74,5638.3,90.5505,5.7,285884
2002-09,106.5821256,94.12404788,5.7,29.6635,0.13550381,28.39952381,178100,180.8,70610,5.15,3.87,2.0045,76.681,1.75,5662.3,90.6373,5.7,281064
2002-10,106.5217391,93.74319913,5.7,28.83652174,0.041201684,27.54304348,190100,181.2,70610,5.15,3.940909091,1.911818182,76.821,1.75,5707.1,90.3988,5.7,282940
2002-11,106.8236715,93.47116431,5.9,26.35210526,0.041201684,24.3352381,178100,181.5,70610,5.15,4.048421053,1.923157895,76.897,1.34,5758.1,90.8947,5.9,283408
2002-12,106.9444444,93.47116431,6,29.46095238,0.041201684,28.3345,190100,181.8,70040,5.15,4.032380952,1.836190476,76.971,1.24,5779.4,90.3906,6,286646
2003-01,106.9444444,93.41675734,5.8,32.94714286,0.175547329,31.18363636,186000,182.6,70080,5.15,4.048571429,1.743333333,77.201,1.24,5812.1,91.1369,5.8,288657
2003-02,107.5483092,94.23286181,5.9,35.82842105,0.175547329,32.771,190100,183.6,70040,5.15,3.902631579,1.627894737,77.526,1.26,5848.2,91.2505,5.9,284696
2003-03,107.7294686,93.90642002,5.9,33.51333333,0.175547329,30.61238095,186000,183.9,70080,5.15,3.807142857,1.573809524,77.725,1.25,5868.4,91.0006,5.9,288177
2003-04,107.7898551,94.06964091,6,28.17047619,0.295207224,25.06772727,191800,183.2,70080,5.15,3.958571429,1.622380952,77.593,1.26,5905.5,90.4311,6,289053
2003-05,107.9710145,94.17845484,6.1,28.10857143,0.295207224,25.85772727,186000,182.9,70080,5.15,3.569047619,1.415238095,77.504,1.26,5965.3,90.4,6.1,289619
2003-06,108.5144928,94.55930359,6.3,30.66238095,0.295207224,27.65285714,191800,183.1,70040,5.15,3.334285714,1.227142857,77.588,1.22,6002.2,90.5196,6.3,293671
2003-07,108.5748792,96.24591948,6.2,30.75454545,0.554399986,28.34869565,191900,183.7,70040,5.15,3.975454545,1.474090909,77.816,1.01,6049.1,90.9869,6.2,296207
2003-08,108.9975845,96.73558215,6.1,31.57380952,0.554399986,29.88809524,191800,184.5,70040,5.15,4.445238095,1.864285714,78.079,1.03,6107.1,90.7933,6.1,299592
2003-09,109.2391304,100.1088139,6.1,28.31142857,0.554399986,27.11227273,191900,185.1,70040,5.15,4.274285714,1.706190476,78.323,1.01,6079.7,91.3819,6.1,298921
2003-10,109.6618357,100.1632209,6,30.33826087,0.386907133,29.60782609,198800,184.9,70040,5.15,4.290454545,1.747727273,78.333,1.01,6070,91.5049,6,298205
2003-11,110.2657005,100.3264418,5.8,31.10833333,0.386907133,28.7525,191900,185,70040,5.15,4.3,1.926666667,78.432,1,6075.5,92.1265,5.8,299433
2003-12,110.8091787,100.054407,5.7,32.12904762,0.386907133,29.80714286,198800,185.5,70080,5.15,4.267727273,1.907272727,78.605,0.98,6073.8,92.1732,5.7,300702
2004-01,110.7487923,99.72796518,5.7,34.31,0.188883818,31.28095238,212700,186.3,69970,5.15,4.1505,1.761,78.909,1,6082.1,92.3268,5.7,301993
2004-02,111.0507246,102.8291621,5.6,34.68473684,0.188883818,30.8585,198800,186.7,70080,5.15,4.084210526,1.74,79.077,1.01,6121.8,92.8995,5.6,303915
2004-03,111.2318841,105.6039173,5.8,36.74130435,0.188883818,33.63434783,212700,187.1,69970,5.15,3.826521739,1.577826087,79.199,1,6157.9,92.5368,5.8,309471
2004-04,111.47343,107.562568,5.6,36.75,0.258317441,33.59090909,217600,187.4,69970,5.15,4.347619048,2.070952381,79.346,1,6198.9,92.8957,5.6,307358
2004-05,112.3792271,109.6844396,5.6,40.275,0.258317441,37.56761905,212700,188.2,69970,5.15,4.7155,2.5335,79.604,1,6275.7,93.5845,5.6,311088
2004-06,112.5603865,107.9434168,5.6,38.0252381,0.258317441,35.18363636,217600,188.9,70080,5.15,4.733809524,2.763333333,79.831,1.03,6277.9,92.8651,5.6,309127
2004-07,112.8019324,106.9096844,5.5,40.77809524,0.316197963,38.22136364,213500,189.1,70080,5.15,4.498095238,2.638571429,79.905,1.26,6291.1,93.5502,5.5,311681
2004-08,112.9227053,109.9564744,5.4,44.90318182,0.316197963,42.74409091,217600,189.2,70080,5.15,4.281363636,2.508181818,79.946,1.43,6317.8,93.6301,5.4,311192
2004-09,112.8623188,110.1741023,5.4,45.93571429,0.316197963,43.19681818,213500,189.8,70080,5.15,4.125714286,2.525238095,80.104,1.61,6352.2,93.7353,5.4,317446
2004-10,113.4057971,107.0184984,5.5,53.28047619,0.340069376,49.77666667,228800,190.8,70080,5.15,4.097,2.5845,80.448,1.76,6379.8,94.5695,5.5,318476
2004-11,113.7681159,104.4069641,5.4,48.469,0.340069376,43.11045455,213500,191.7,70080,5.15,4.194,2.852,80.758,1.93,6406.3,94.8015,5.4,320520
2004-12,113.7681159,105.0054407,5.4,43.14952381,0.340069376,39.60217391,228800,191.7,69970,5.15,4.230909091,3.011818182,80.801,2.16,6424.5,95.5415,5.4,324672
2005-01,113.9492754,105.8759521,5.3,46.837,0.369787785,44.509,232500,191.6,71060,5.15,4.2215,3.2225,80.907,2.28,6430.8,95.8785,5.3,321272
2005-02,113.8888889,107.8346028,5.4,48.14894737,0.369787785,45.475,228800,192.4,69970,5.15,4.165263158,3.384736842,81.132,2.5,6438.9,96.5709,5.4,325308
2005-03,114.1908213,108.0522307,5.2,54.18681818,0.369787785,53.10454545,232500,193.1,71060,5.15,4.497727273,3.726818182,81.375,2.63,6448.3,96.4345,5.2,326179
2005-04,114.9758454,107.8890098,5.2,52.97904762,0.164208152,51.88380952,233700,193.7,71060,5.15,4.340952381,3.653809524,81.603,2.79,6461.8,96.6347,5.2,329124
2005-05,115.0966184,106.2023939,5.1,49.83380952,0.164208152,48.64545455,232500,193.6,71060,5.15,4.144285714,3.643809524,81.649,3,6479,96.7251,5.1,327233
2005-06,115.0362319,107.508161,5,56.35227273,0.164208152,54.35454545,233700,193.7,69970,5.15,3.998181818,3.640454545,81.7,3.04,6511.7,97.1483,5,337219
2005-07,115.2777778,106.6376496,5,58.9955,0.261271345,57.52,236400,194.9,69970,5.15,4.1775,3.871,82.046,3.26,6543.5,96.8397,5,339529
2005-08,115.3985507,105.6039173,4.9,64.98521739,0.261271345,63.98347826,233700,196.1,69970,5.15,4.262608696,4.044347826,82.377,3.5,6576.3,97.1584,4.9,335605
2005-09,115.6400966,107.3993471,5,65.58666667,0.261271345,62.90818182,236400,198.8,69970,5.15,4.199047619,3.946190476,83.172,3.62,6610.1,95.2764,5,336600
2005-10,115.942029,107.7257889,5,62.26,0.18517218,58.53857143,243600,199.1,69970,5.15,4.4635,4.271,83.305,3.78,6643.9,96.4411,5,336753
2005-11,116.3043478,105.6039173,5,58.3225,0.18517218,55.24181818,236400,198.1,69970,5.15,4.535,4.4165,83.131,4,6660.7,97.5016,5,339719
2005-12,116.4855072,106.2023939,4.9,59.41190476,0.18517218,56.85571429,243600,198.1,71060,5.15,4.467142857,4.404285714,83.131,4.16,6687.8,97.9723,4.9,339895
2006-01,116.9082126,107.4537541,4.7,65.485,0.448461256,62.9852381,247700,199.3,71850,5.15,4.416,4.3955,83.534,4.29,6730.1,98.127,4.7,349664
2006-02,116.968599,107.9434168,4.8,61.63105263,0.448461256,60.21,243600,199.4,71060,5.15,4.568947368,4.668421053,83.584,4.49,6754.7,98.1687,4.8,347021
2006-03,117.1497585,108.0522307,4.7,62.68521739,0.448461256,62.06478261,247700,199.7,71850,5.15,4.723913043,4.733913043,83.746,4.59,6769.3,98.3913,4.7,348357
2006-04,117.0289855,107.8890098,4.7,69.44368421,0.086250921,70.26,246300,200.7,71850,5.15,4.990526316,4.888947368,84.135,4.79,6806.9,98.6826,4.7,350072
2006-05,117.2101449,108.0522307,4.6,70.84409091,0.086250921,69.77695652,247700,201.3,71850,5.15,5.11,4.968181818,84.361,4.94,6813.7,98.7074,4.6,348889
2006-06,117.5724638,106.3112078,4.6,70.95090909,0.086250921,68.55590909,246300,201.8,71060,5.15,5.106363636,5.121818182,84.569,4.99,6851.8,99.0398,4.6,350795
2006-07,117.8743961,105.4951034,4.7,74.41105263,0.049985309,73.67428571,235600,202.9,71060,5.15,5.0875,5.1185,84.858,5.24,6893.6,98.9751,4.7,351916
2006-08,118.1763285,104.1349293,4.7,73.04304348,0.049985309,73.23043478,246300,203.8,71060,5.15,4.876521739,4.903478261,85.125,5.25,6925.1,99.4047,4.7,353285
2006-09,118.5386473,104.3525571,4.5,63.798,0.049985309,61.95857143,235600,202.8,71060,5.15,4.719,4.769,84.902,5.25,6952.4,99.2246,4.5,351240
2006-10,118.9009662,102.6659412,4.4,58.89318182,0.286483267,57.80818182,245400,201.9,71060,5.15,4.729047619,4.795714286,84.702,5.25,7001.7,99.1229,4.4,351035
2006-11,118.9613527,103.04679,4.5,59.0825,0.286483267,58.76136364,235600,202,71060,5.15,4.595238095,4.74047619,84.731,5.25,7037.2,99.0963,4.5,352116
2006-12,119.0217391,103.5364527,4.4,61.959,0.286483267,62.47210526,245400,203.1,71850,5.15,4.5645,4.6735,85.032,5.24,7080.1,100.1125,4.4,356367
2007-01,119.7934783,104.515778,4.6,54.50619048,0.100278556,53.68142857,257400,203.437,73010,5.15,4.75952381,4.876190476,85.316,5.25,7118.3,99.7546,4.6,355792
2007-02,120.6135266,104.8422198,4.5,59.27894737,0.100278556,57.55578947,245400,204.226,71850,5.15,4.722631579,4.848947368,85.581,5.26,7134.3,100.7166,4.5,356545
2007-03,121.0338164,105.1686616,4.4,60.44181818,0.100278556,62.05045455,257400,205.288,73010,5.15,4.564545455,4.573636364,85.894,5.26,7168.2,100.8952,4.4,359415
2007-04,121.3478261,105.1686616,4.5,63.977,0.203920653,67.48578947,242200,205.904,73010,5.15,4.693809524,4.666190476,86.096,5.25,7240.7,101.5723,4.5,358562
2007-05,121.8206522,105.0598477,4.4,63.45454545,0.203920653,67.21227273,257400,206.755,73010,5.15,4.746363636,4.766363636,86.346,5.25,7254.6,101.6269,4.4,363085
2007-06,122.317029,105.3862894,4.6,67.48904762,0.203920653,71.04571429,242200,207.234,71850,5.15,5.102857143,4.98047619,86.529,5.25,7287.8,101.6547,4.6,360234
2007-07,122.7246377,105.7671382,4.7,74.11761905,0.192008599,76.93,241800,207.603,71850,5.85,5.004285714,4.819047619,86.661,5.26,7318.7,101.4953,4.7,361770
2007-08,123.1932367,105.1142546,4.6,72.35608696,0.192008599,70.76086957,242200,207.667,71850,5.85,4.674782609,4.313043478,86.72,5.02,7394.8,101.6943,4.6,363676
2007-09,123.7940821,104.6245919,4.7,79.91473684,0.192008599,77.17315789,241800,208.547,71850,5.85,4.521578947,4.011578947,87.054,4.94,7413,101.9428,4.7,365178
2007-10,124.1853865,103.9717084,4.7,85.79869565,0.209412244,82.34,238400,209.19,71850,5.85,4.527727273,3.967727273,87.318,4.76,7428.1,101.6446,4.7,367322
2007-11,124.6938406,103.2644178,4.7,94.77238095,0.209412244,92.41428571,241800,210.834,71850,5.85,4.1485,3.3365,87.781,4.49,7453.6,102.2167,4.7,370776
2007-12,124.923913,103.3732318,5,91.687,0.209412244,90.92684211,238400,211.445,73010,5.85,4.0975,3.117,87.984,4.24,7483.9,102.2764,5,366569
2008-01,125.6799517,102.992383,5,92.97047619,-0.142254774,92.17809524,233900,212.174,70520,5.85,3.744285714,2.475714286,88.206,3.94,7517.5,102.1493,5,367368
2008-02,126.1479469,102.8835691,4.9,95.386,-0.142254774,94.9865,238400,212.687,73010,5.85,3.7375,1.973,88.382,2.98,7604,101.7756,4.9,364126
2008-03,126.4033816,103.3188248,5.1,105.454,-0.142254774,103.6355,233900,213.448,70520,5.85,3.51,1.617,88.635,2.61,7670,101.4508,5.1,365164
2008-04,127.4921498,103.6452666,5,112.5804545,0.198476087,109.0713636,235300,213.942,70520,5.85,3.675,2.047272727,88.799,2.28,7712.5,100.7554,5,364816
2008-05,128.0307971,105.4406964,5.4,125.397619,0.198476087,122.7971429,233900,215.208,70520,5.85,3.88,2.445714286,89.18,1.98,7725.2,100.1336,5.4,368255
2008-06,128.8242754,105.8759521,5.6,133.88,0.198476087,132.322381,235300,217.463,73010,5.85,4.09952381,2.773809524,89.827,2,7743.9,99.8728,5.6,368926
2008-07,130.0929952,105.2774755,5.8,133.3709091,-0.175086017,132.7181818,226500,219.016,73010,6.55,4.007727273,2.573181818,90.245,2.01,7791.2,99.4194,5.8,367594
2008-08,130.7536232,105.2774755,6.1,116.6661905,-0.175086017,113.2433333,235300,218.69,73010,6.55,3.885714286,2.42047619,90.172,2,7805.8,97.8491,6.1,364611
2008-09,131.5024155,105.3862894,6.1,104.1142857,-0.175086017,97.2347619,226500,218.877,73010,6.55,3.686190476,2.076190476,90.247,1.81,7872.4,93.5576,6.1,358991
2008-10,132.0452899,103.9717084,6.5,76.60869565,-0.729675532,71.58217391,222500,216.995,73010,6.55,3.814090909,1.612272727,89.651,0.97,7974.9,94.4985,6.5,346137
2008-11,132.2886473,102.7747552,6.8,57.30947368,-0.729675532,52.45263158,226500,213.153,73010,6.55,3.526666667,1.212777778,88.593,0.39,8027,93.2617,6.8,332498
2008-12,132.2904589,102.2850925,7.3,41.12181818,-0.729675532,39.94681818,222500,211.398,70520,6.55,2.416363636,0.820909091,88.098,0.16,8204.7,90.6266,7.3,324767
2009-01,132.3876812,100.8161045,7.8,41.71,-0.378291432,43.4395,208400,211.933,70070,6.55,2.5175,0.807,88.108,0.15,8289,88.3712,7.8,329787
2009-02,132.2155797,99.83677911,8.3,39.08736842,-0.378291432,43.32473684,222500,212.705,70520,6.55,2.87,0.975263158,88.266,0.22,8319.3,87.843,8.3,328376
2009-03,131.9504831,98.85745375,8.7,47.93909091,-0.378291432,46.54045455,208400,212.495,70070,6.55,2.819545455,0.931363636,88.169,0.18,8386.4,86.4689,8.7,322634
2009-04,131.7481884,98.58541893,9,49.64666667,-0.059550317,50.18190476,220900,212.709,70070,6.55,2.927142857,0.927142857,88.295,0.15,8391.1,85.7903,9,324323
2009-05,131.5295894,98.42219804,9.4,59.0285,-0.059550317,57.3025,208400,213.022,70070,6.55,3.293,0.9295,88.387,0.18,8449.2,84.9436,9.4,327011
2009-06,131.5295894,98.36779108,9.5,69.64090909,-0.059550317,68.60954545,220900,214.79,70520,6.55,3.721818182,1.184090909,88.912,0.21,8459.3,84.6746,9.5,332227
2009-07,131.272343,99.45593036,9.5,64.15227273,0.117064132,64.43545455,214300,214.726,70520,7.25,3.562272727,1.019090909,88.922,0.16,8463.5,85.6853,9.5,333670
2009-08,131.2657005,99.56474429,9.6,71.0447619,0.117064132,72.50857143,220900,215.445,70520,7.25,3.587142857,1.115238095,89.18,0.16,8463,86.6393,9.6,339586
2009-09,131.1944444,99.94559304,9.8,69.40809524,0.117064132,67.64619048,214300,215.861,70520,7.25,3.401904762,0.956190476,89.324,0.15,8461.6,87.3821,9.8,330998
